Name,Platform,Publisher,Genre,Metascore,User_Score,Release_Year
SSX,X360,Electronic Arts,Sports,82.0,6.4,2012.0
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Square Enix,Role-Playing,65.0,5.9,2007.0
Two Worlds,X360,SouthPeak Games,Role-Playing,50.0,5.5,2007.0
Tony Hawk's Underground,GC,Activision,Sports,89.0,8.5,2003.0
Spider-Man 2,PSP,Activision,Action,67.0,6.9,2005.0
NCAA Football 08,X360,Electronic Arts,Sports,81.0,7.8,2007.0
Skylanders: Trap Team,WiiU,Activision,Action,86.0,7.1,2014.0
Star Wars: Obi-Wan,XB,Activision,Action,58.0,5.9,2001.0
Ace Attorney Investigations: Miles Edgeworth,DS,Capcom,Adventure,78.0,8.4,2009.0
Kill.Switch,PS2,Sony Computer Entertainment,Shooter,73.0,8.3,2003.0
Catherine,PS3,Deep Silver,Adventure,79.0,8.1,2011.0
SplashDown,PS2,Atari,Racing,84.0,8.2,2001.0
Jade Empire,XB,Microsoft Game Studios,Role-Playing,89.0,8.6,2005.0
Infinite Undiscovery,X360,Square Enix,Role-Playing,68.0,7.0,2008.0
Lego Star Wars: The Force Awakens,PS4,Warner Bros. Interactive Entertainment,Action,78.0,7.5,2016.0
NHL 12,X360,Electronic Arts,Sports,86.0,7.0,2011.0
Advance Wars,GBA,Nintendo,Strategy,92.0,9.0,2001.0
NASCAR 2001,PS2,Electronic Arts,Racing,66.0,6.6,2000.0
Mafia,PS2,Illusion Softworks,Action,65.0,7.6,2004.0
Ape Escape: On the Loose,PSP,Sony Computer Entertainment,Platform,66.0,6.4,2005.0
Mobile Suit Gundam: Journey to Jaburo,PS2,Namco Bandai Games,Simulation,58.0,8.1,2000.0
MLB 08: The Show,PS3,Sony Computer Entertainment,Sports,85.0,8.7,2008.0
TimeSplitters 2,PS2,Eidos Interactive,Shooter,90.0,8.8,2002.0
Omerta: City of Gangsters,X360,Konami Digital Entertainment,Simulation,43.0,3.3,2011.0
Driver: San Francisco,X360,Ubisoft,Racing,80.0,7.6,2011.0
Classic NES Series: Zelda II: The Adventure of Link,GBA,Nintendo,Adventure,73.0,7.5,2004.0
James Bond 007: Blood Stone,PS3,Activision,Shooter,65.0,7.4,2010.0
Metal Gear Solid: Portable Ops Plus,PSP,Konami Digital Entertainment,Action,65.0,7.5,2007.0
LEGO Rock Band,Wii,Warner Bros. Interactive Entertainment,Misc,70.0,6.8,2009.0
Halo 2 Multiplayer Map Pack,XB,Microsoft Game Studios,Shooter,89.0,7.4,2005.0
Mortal Kombat: Shaolin Monks,PS2,Midway Games,Action,77.0,8.6,2005.0
MotionSports,X360,Ubisoft,Sports,40.0,4.4,2010.0
MX vs. ATV Unleashed: On the Edge,PSP,THQ,Racing,68.0,8.1,2006.0
Mario Pinball Land,GBA,Nintendo,Misc,62.0,4.9,2004.0
Dragon Ball Z: Budokai,GC,Atari,Fighting,65.0,6.3,2003.0
Plants vs. Zombies: Garden Warfare,XOne,Electronic Arts,Shooter,76.0,7.4,2014.0
Need for Speed Rivals,XOne,Electronic Arts,Racing,75.0,5.8,2013.0
The Sims 2: Apartment Pets,DS,Electronic Arts,Simulation,50.0,3.3,2008.0
Harry Potter and the Chamber of Secrets,GC,Electronic Arts,Action,77.0,8.3,2002.0
Prince of Persia: The Forgotten Sands,PS3,Ubisoft,Action,75.0,7.6,2010.0
The Lord of the Rings: The Return of the King,GC,Electronic Arts,Action,84.0,8.5,2003.0
The Sims: Medieval,PC,Electronic Arts,Simulation,77.0,6.1,2011.0
Top Spin 4,PS3,Take-Two Interactive,Sports,82.0,7.7,2011.0
Baldur's Gate: Dark Alliance II,PS2,Interplay,Role-Playing,78.0,8.7,2004.0
Shark Tale,GBA,Activision,Action,63.0,9.0,2004.0
IL-2 Sturmovik: Birds of Prey,PS3,505 Games,Simulation,81.0,7.3,2009.0
NBA Street Vol. 2,XB,Electronic Arts,Sports,89.0,8.8,2003.0
MX vs. ATV Untamed,X360,THQ,Racing,70.0,7.1,2007.0
The Last Remnant,X360,Square Enix,Role-Playing,66.0,6.9,2008.0
NCAA Football 2005,XB,Electronic Arts,Sports,89.0,8.0,2004.0
The Sly Collection,PS3,Sony Computer Entertainment,Platform,85.0,8.8,2010.0
Naruto: Clash of Ninja,GC,Tomy Corporation,Fighting,72.0,8.1,2003.0
Sniper Elite 3,PS4,505 Games,Shooter,67.0,7.1,2014.0
Prince of Persia: The Two Thrones,PS2,Ubisoft,Action,85.0,8.5,2005.0
Hot Shots Golf: Open Tee 2,PSP,Sony Computer Entertainment,Sports,82.0,8.6,2007.0
Suikoden II,PS,Konami Digital Entertainment,Role-Playing,82.0,8.4,1998.0
Iron Man,PS3,Sega,Action,42.0,6.2,2008.0
FIFA Soccer 06,XB,Electronic Arts,Sports,80.0,7.5,2005.0
Fight Night 2004,XB,Electronic Arts,Fighting,85.0,8.7,2004.0
.hack//Mutation Part 2,PS2,Atari,Role-Playing,76.0,8.9,2002.0
Wolfenstein: The New Order,XOne,Bethesda Softworks,Shooter,79.0,7.8,2014.0
Cars: Mater-National Championship,DS,THQ,Racing,69.0,6.8,2007.0
Kirby's Dream Collection: Special Edition,Wii,Nintendo,Action,82.0,8.8,2012.0
Return to Castle Wolfenstein: Tides of War,XB,Activision,Shooter,84.0,8.8,2003.0
RIFT,PC,Unknown,Role-Playing,84.0,7.3,2011.0
Spider-Man 3,PS3,Activision,Platform,60.0,7.0,2007.0
Mass Effect,PC,Electronic Arts,Role-Playing,89.0,8.6,2008.0
The Evil Within,XOne,Bethesda Softworks,Action,79.0,7.3,2014.0
Armored Core 3,PS2,Metro 3D,Simulation,74.0,9.0,2002.0
Star Wars: Republic Commando,XB,Activision,Shooter,78.0,8.9,2005.0
The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment,Action,71.0,7.1,2014.0
Turok,PS3,Touchstone,Action,67.0,6.0,2008.0
Terraria,X360,505 Games,Action,81.0,7.2,2013.0
Red Steel,Wii,Ubisoft,Shooter,63.0,6.8,2006.0
Unreal Tournament III,PS3,Midway Games,Shooter,86.0,7.7,2007.0
Fossil Fighters: Champions,DS,Nintendo,Role-Playing,68.0,7.1,2010.0
The Sims 3,DS,Electronic Arts,Simulation,73.0,6.4,2010.0
NFL Street,XB,Electronic Arts,Sports,81.0,8.8,2004.0
Final Fantasy Crystal Chronicles: Ring of Fates,DS,Square Enix,Role-Playing,77.0,7.2,2007.0
Bakugan: Battle Brawlers,Wii,Activision,Action,62.0,7.2,2009.0
Blazing Angels: Squadrons of WWII,PS3,Ubisoft,Simulation,67.0,6.9,2006.0
WWE SmackDown vs. RAW 2007,PSP,THQ,Fighting,78.0,8.1,2006.0
F1 2015,PS4,Codemasters,Racing,65.0,6.3,2015.0
Tony Hawk's Proving Ground,PS2,Activision,Sports,65.0,6.6,2007.0
The Darkness,PS3,Take-Two Interactive,Shooter,80.0,7.7,2007.0
MLB 2004,PS2,Sony Computer Entertainment,Sports,61.0,7.9,2003.0
Darkstone,PS,Electronic Arts,Role-Playing,58.0,8.3,2001.0
NCAA March Madness 2003,PS2,Electronic Arts,Sports,74.0,8.0,2002.0
Thrillville,PS2,Atari,Strategy,69.0,2.9,2006.0
Castlevania: Lords of Shadow,X360,Konami Digital Entertainment,Action,83.0,7.8,2010.0
NHL 10,X360,Electronic Arts,Sports,88.0,8.4,2009.0
100 Classic Books,DS,Nintendo,Misc,70.0,6.0,2008.0
Street Fighter Anniversary Collection,PS2,Capcom,Fighting,78.0,8.7,2004.0
NHL 13,X360,Electronic Arts,Sports,83.0,6.6,2012.0
Napoleon: Total War,PC,Sega,Strategy,81.0,7.9,2010.0
Rayman Legends,WiiU,Ubisoft,Platform,92.0,8.7,2013.0
The Sims: Bustin' Out,GC,Electronic Arts,Simulation,81.0,9.0,2003.0
BioShock Infinite,PC,Take-Two Interactive,Shooter,94.0,8.5,2013.0
Ratatouille,PSP,THQ,Action,64.0,7.1,2007.0
Lollipop Chainsaw,PS3,Warner Bros. Interactive Entertainment,Action,67.0,7.1,2012.0
Tom Clancy's EndWar,PS3,Ubisoft,Strategy,76.0,6.6,2008.0
Shrek: Hassle at the Castle,GBA,TDK Mediactive,Action,71.0,7.4,2002.0
Suikoden IV,PS2,Konami Digital Entertainment,Role-Playing,63.0,7.3,2004.0
Gods Eater Burst,PSP,Namco Bandai Games,Action,71.0,7.9,2010.0
Fist of the North Star: Ken's Rage,PS3,Ubisoft Annecy,Action,60.0,6.9,2010.0
One Piece: Pirate Warriors 2,PS3,Namco Bandai Games,Action,71.0,7.8,2013.0
Brothers In Arms: Road to Hill 30,XB,Ubisoft,Shooter,88.0,8.0,2005.0
LEGO Jurassic World,XOne,Warner Bros. Interactive Entertainment,Action,70.0,6.7,2015.0
Kung Fu Panda,PS2,Activision,Action,73.0,8.6,2008.0
Freedom Wars,PSV,Sony Computer Entertainment,Role-Playing,73.0,8.3,2014.0
Shaun White Snowboarding,PS3,Ubisoft,Sports,63.0,6.3,2008.0
Radiata Stories,PS2,Square Enix,Role-Playing,74.0,9.0,2005.0
F-Zero GX,GC,Nintendo,Racing,89.0,8.5,2003.0
Disney's Chicken Little,PS2,Disney Interactive Studios,Platform,60.0,8.9,2005.0
Scene It? Box Office Smash,X360,Microsoft Game Studios,Misc,76.0,7.4,2008.0
Yoshi Topsy-Turvy,GBA,Nintendo,Platform,60.0,6.6,2004.0
Monster Jam: Maximum Destruction,PS2,Ubisoft,Racing,47.0,6.0,2002.0
Tiger Woods PGA Tour 09,PS3,Electronic Arts,Sports,82.0,7.2,2008.0
Mortal Kombat,PSV,Warner Bros. Interactive Entertainment,Fighting,85.0,7.8,2012.0
Tiger Woods PGA Tour 09,X360,Electronic Arts,Sports,84.0,7.8,2008.0
Advance Wars 2: Black Hole Rising,GBA,Nintendo,Strategy,89.0,9.4,2003.0
Wario: Master of Disguise,DS,Nintendo,Platform,60.0,7.4,2007.0
The Last Story,Wii,Nintendo,Role-Playing,80.0,8.4,2011.0
Drakengard,PS2,Square Enix,Role-Playing,63.0,9.1,2003.0
Champions: Return to Arms,PS2,Sony Online Entertainment,Role-Playing,77.0,8.8,2005.0
Harry Potter and the Goblet of Fire,PS2,Electronic Arts,Action,68.0,6.7,2005.0
Tiger Woods PGA Tour 10,X360,Electronic Arts,Sports,80.0,6.9,2009.0
007: Quantum of Solace,Wii,Activision,Action,54.0,7.5,2008.0
Farming Simulator 17,PC,Focus Home Interactive,Simulation,64.0,8.0,2016.0
Borderlands 2,PSV,Take-Two Interactive,Shooter,64.0,7.6,2014.0
Crash Bandicoot Purple: Ripto's Rampage,GBA,Vivendi Games,Platform,67.0,6.6,2004.0
Assassin's Creed IV: Black Flag,PC,Ubisoft,Action,84.0,7.7,2013.0
Need For Speed: Undercover,Wii,Electronic Arts,Racing,54.0,6.2,2008.0
Spyro: A Hero's Tail,PS2,Vivendi Games,Platform,60.0,8.0,2004.0
Crash: Twinsanity,PS2,Vivendi Games,Platform,64.0,8.0,2004.0
The LEGO Movie Videogame,WiiU,Warner Bros. Interactive Entertainment,Action,68.0,7.7,2014.0
Max Payne 2: The Fall of Max Payne,XB,Take-Two Interactive,Shooter,84.0,8.4,2003.0
Drawn to Life: The Next Chapter,DS,THQ,Puzzle,72.0,7.7,2009.0
GoldenEye: Rogue Agent,PS2,Electronic Arts,Shooter,60.0,7.0,2004.0
WWE 2K15,X360,Take-Two Interactive,Sports,50.0,4.0,2014.0
Star Ocean: First Departure,PSP,Square Enix,Role-Playing,74.0,7.4,2007.0
James Bond 007: Everything or Nothing,XB,Electronic Arts,Shooter,83.0,7.4,2004.0
X2: Wolverine's Revenge,PS2,Activision,Platform,58.0,7.2,2003.0
NBA Live 06,XB,Electronic Arts,Sports,79.0,6.4,2005.0
Rayman 3D,3DS,Ubisoft,Platform,61.0,6.6,2011.0
Football Manager 2014,PC,Sega,Sports,85.0,5.5,2013.0
TimeSplitters 2,XB,Eidos Interactive,Shooter,88.0,7.7,2002.0
Onimusha: Dawn of Dreams,PS2,Capcom,Action,81.0,8.9,2006.0
Sengoku Basara: Samurai Heroes,PS3,Capcom,Action,61.0,7.9,2010.0
Stuntman: Ignition,X360,THQ,Racing,75.0,7.3,2007.0
Real Heroes: Firefighter,Wii,Rondomedia,Action,67.0,8.2,2009.0
Dishonored 2,PS4,Bethesda Softworks,Action,88.0,7.7,2016.0
The Crew,XOne,Ubisoft,Racing,64.0,5.9,2014.0
Dragon Ball: Raging Blast 2,X360,Namco Bandai Games,Fighting,57.0,7.4,2010.0
NHL 13,PS3,Electronic Arts,Sports,84.0,6.8,2012.0
Dead or Alive 5,PS3,Tecmo Koei,Fighting,74.0,7.7,2012.0
Evolve,XOne,Take-Two Interactive,Shooter,74.0,5.1,2015.0
Lemony Snicket's A Series of Unfortunate Events,PS2,Activision,Platform,63.0,5.7,2004.0
Lost Planet: Extreme Condition,PS3,Capcom,Shooter,67.0,7.0,2008.0
X-Men Legends II: Rise of Apocalypse,PS2,Activision,Role-Playing,82.0,7.3,2005.0
LEGO Star Wars II: The Original Trilogy,X360,LucasArts,Action,81.0,8.0,2006.0
Rock Band 3,Wii,MTV Games,Misc,91.0,6.9,2010.0
Dragon Age II,PC,Electronic Arts,Action,82.0,4.5,2011.0
Tony Hawk's Pro Skater 2x,XB,Activision,Sports,78.0,8.8,2001.0
NBA Live 08,PS3,Electronic Arts,Sports,73.0,6.8,2007.0
FIFA Soccer 2003,XB,Electronic Arts,Sports,88.0,7.7,2002.0
The Lord of the Rings: Conquest,X360,Electronic Arts,Action,55.0,7.0,2009.0
Far Cry 4,PC,Ubisoft,Shooter,80.0,6.7,2014.0
NASCAR 06: Total Team Control,PS2,Electronic Arts,Racing,78.0,7.7,2005.0
Iron Man,PSP,Sega,Action,44.0,6.5,2008.0
White Knight Chronicles II,PS3,Sony Computer Entertainment,Role-Playing,60.0,7.1,2010.0
Juiced 2: Hot Import Nights,X360,THQ,Racing,68.0,7.6,2007.0
Wolfenstein,PS3,Activision,Shooter,71.0,7.4,2009.0
The Walking Dead: Survival Instinct,X360,Activision,Shooter,32.0,4.0,2013.0
The Sims 3: Generations,PC,Electronic Arts,Simulation,70.0,3.6,2011.0
Ape Escape 2,PS2,Sony Computer Entertainment,Platform,82.0,8.4,2002.0
Sega Rally Revo,PS3,Sega,Racing,75.0,7.0,2007.0
Shin Megami Tensei: Persona 3 FES,PS2,Tecmo Koei,Role-Playing,89.0,8.3,2007.0
FIFA Soccer 2002,PS2,Electronic Arts,Sports,82.0,5.8,2001.0
Angry Birds Trilogy,3DS,Activision,Action,62.0,4.6,2012.0
Condemned 2: Bloodshot,X360,Sega,Action,80.0,8.4,2008.0
Okami,PS2,Capcom,Action,93.0,9.3,2006.0
Shin Megami Tensei: Persona 3 Portable,PSP,Ghostlight,Role-Playing,89.0,8.3,2009.0
NHL 2001,PS,Electronic Arts,Sports,88.0,7.7,2000.0
Crysis 3,PC,Electronic Arts,Shooter,76.0,6.5,2013.0
Buzz Lightyear of Star Command,PS,Activision,Platform,54.0,5.3,2000.0
NHL 16,PS4,Electronic Arts,Sports,78.0,5.5,2015.0
Tony Hawk's Project 8,PS3,Activision,Sports,76.0,7.2,2006.0
Ghostbusters: The Video Game,X360,Atari,Action,79.0,8.5,2009.0
XCOM: Enemy Unknown,X360,Take-Two Interactive,Strategy,90.0,8.3,2012.0
Tony Hawk's American Wasteland,XB,Activision,Sports,77.0,7.7,2005.0
Wild ARMs 3,PS2,Ubisoft,Role-Playing,78.0,8.4,2002.0
Madden NFL 07,GC,Electronic Arts,Sports,82.0,9.2,2006.0
Tiger Woods PGA Tour 2004,XB,Electronic Arts,Sports,89.0,8.2,2003.0
Tak 2: The Staff of Dreams,PS2,THQ,Platform,71.0,8.0,2004.0
Just Dance 3,PS3,Ubisoft,Misc,75.0,6.0,2011.0
LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,Action,71.0,7.3,2011.0
Donkey Kong Barrel Blast,Wii,Nintendo,Racing,46.0,6.8,2007.0
Viewtiful Joe,GC,Capcom,Action,93.0,8.3,2003.0
The Urbz: Sims in the City,GBA,Electronic Arts,Simulation,72.0,9.2,2004.0
Guitar Hero: Metallica,PS3,Activision,Misc,86.0,8.0,2009.0
Strike Force Bowling,PS2,Play It,Sports,48.0,6.8,2004.0
Red Steel 2,Wii,Ubisoft,Shooter,80.0,8.6,2010.0
XGRA: Extreme G-Racing Association,PS2,Eidos Interactive,Racing,68.0,8.6,2004.0
Mafia III,XOne,Take-Two Interactive,Action,67.0,4.6,2016.0
Prince of Persia: The Forgotten Sands,X360,Ubisoft,Action,74.0,7.8,2010.0
Warriors Orochi 3,PS3,Ubisoft Annecy,Action,70.0,7.9,2011.0
DJ Hero 2,Wii,Activision,Misc,88.0,7.5,2010.0
Tiger Woods PGA Tour 12: The Masters,X360,Electronic Arts,Sports,80.0,6.1,2011.0
Wall-E,X360,THQ,Platform,50.0,6.3,2008.0
Harry Potter and the Half-Blood Prince,DS,Electronic Arts,Action,48.0,4.3,2009.0
NieR,PS3,Square Enix,Role-Playing,68.0,8.4,2010.0
2014 FIFA World Cup Brazil,PS3,Electronic Arts,Sports,73.0,4.3,2014.0
NBA 2K9,PS3,Take-Two Interactive,Sports,82.0,7.0,2008.0
NFL Fever 2003,XB,Microsoft Game Studios,Sports,72.0,8.6,2002.0
Samurai Warriors 2,PS2,Tecmo Koei,Action,58.0,8.8,2006.0
Wet,PS3,Bethesda Softworks,Shooter,70.0,6.4,2009.0
Cooking Mama 4: Kitchen Magic!,3DS,505 Games,Simulation,56.0,6.0,2011.0
Scribblenauts: Unlimited,3DS,Warner Bros. Interactive Entertainment,Action,73.0,7.4,2012.0
Fire Emblem: Shadow Dragon,DS,Nintendo,Role-Playing,81.0,7.0,2008.0
Plants vs. Zombies: Garden Warfare,PS4,Electronic Arts,Shooter,75.0,7.6,2014.0
Metroid Prime: Trilogy,Wii,Nintendo,Shooter,91.0,9.3,2009.0
Robotech: Battlecry,PS2,TDK Mediactive,Shooter,72.0,8.5,2002.0
Disney Universe,PS3,Disney Interactive Studios,Action,70.0,6.9,2011.0
Jak and Daxter: The Lost Frontier,PSP,Sony Computer Entertainment,Platform,71.0,6.3,2009.0
Texas Hold 'Em Poker,GBA,Majesco Entertainment,Misc,49.0,6.8,2004.0
Time Crisis 3,PS2,Namco Bandai Games,Shooter,81.0,8.1,2003.0
Vanquish,PS3,Sega,Shooter,84.0,8.1,2010.0
Tearaway,PSV,Sony Computer Entertainment Europe,Adventure,87.0,8.9,2013.0
Half-Life 2,XB,Electronic Arts,Shooter,90.0,8.6,2005.0
Tony Hawk: RIDE,X360,Activision,Sports,46.0,3.0,2009.0
Borderlands: The Pre-Sequel,PS3,Take-Two Interactive,Shooter,77.0,6.3,2014.0
Major League Baseball 2K8,X360,Bethesda Softworks,Sports,70.0,5.9,2008.0
Sacred 2: Fallen Angel,PS3,Deep Silver,Role-Playing,70.0,7.1,2009.0
pro evolution soccer 2011,X360,Konami Digital Entertainment,Sports,79.0,5.9,2010.0
Major League Baseball 2K9,X360,Spike,Sports,64.0,5.3,2009.0
Final Fantasy IV Advance,GBA,Nintendo,Role-Playing,85.0,7.3,2005.0
Dragon Ball Z: Ultimate Tenkaichi,PS3,Namco Bandai Games,Fighting,58.0,5.4,2011.0
Harry Potter and the Goblet of Fire,GBA,Electronic Arts,Action,71.0,6.0,2005.0
Dragon Ball Z: Buu's Fury,GBA,Atari,Action,62.0,8.9,2004.0
Spider-Man: Mysterio's Menace,GBA,Activision,Action,84.0,8.7,2001.0
MySims Racing,DS,Electronic Arts,Racing,67.0,7.3,2009.0
Naruto: Ultimate Ninja,PS2,Atari,Fighting,75.0,7.7,2003.0
Pac-Man Party,Wii,Namco Bandai Games,Misc,59.0,5.9,2010.0
Tony Hawk's Underground,GBA,Activision,Sports,86.0,7.7,2003.0
Shadow The Hedgehog,PS2,Sega,Platform,45.0,6.0,2005.0
Wave Race: Blue Storm,GC,Nintendo,Racing,80.0,8.3,2001.0
Aliens: Colonial Marines,PS3,Sega,Shooter,43.0,3.6,2013.0
Backyard Wrestling: Don't Try This at Home,PS2,Eidos Interactive,Fighting,51.0,7.8,2003.0
Yakuza: Dead Souls,PS3,Sega,Shooter,64.0,7.4,2011.0
Fight Night Round 2,XB,Electronic Arts,Fighting,88.0,8.8,2005.0
Dead Island: Riptide,PS3,Deep Silver,Action,62.0,5.9,2013.0
Kinect Sports Rivals,XOne,Microsoft Game Studios,Sports,60.0,5.1,2014.0
NBA 2K8,PS2,Take-Two Interactive,Sports,72.0,6.0,2007.0
Dynasty Warriors 8,PS3,Tecmo Koei,Action,68.0,8.5,2013.0
Disney Infinity,WiiU,Disney Interactive Studios,Action,71.0,7.6,2013.0
Secret Agent Clank,PS2,Sony Computer Entertainment,Platform,61.0,6.7,2009.0
Call of Juarez: Bound in Blood,X360,Ubisoft,Shooter,77.0,7.6,2009.0
Fighters Uncaged,X360,Ubisoft,Fighting,32.0,4.6,2010.0
Rayman Arena,PS2,Ubisoft,Racing,63.0,8.6,2001.0
Jaws Unleashed,PS2,THQ,Action,52.0,7.5,2006.0
Half-Life,PS2,Vivendi Games,Shooter,87.0,8.6,2001.0
Split/Second,X360,Disney Interactive Studios,Racing,82.0,8.1,2010.0
The Golden Compass,DS,Sega,Action,43.0,4.9,2007.0
Muramasa: The Demon Blade,Wii,Rising Star Games,Role-Playing,81.0,8.7,2009.0
Okami,Wii,Capcom,Action,90.0,8.9,2008.0
LEGO The Hobbit,PS4,Warner Bros. Interactive Entertainment,Action,72.0,6.6,2014.0
WWE 2K17,PS4,Take-Two Interactive,Sports,69.0,6.9,2016.0
Just Dance 2014,WiiU,Ubisoft,Misc,72.0,7.6,2013.0
NHL 15,PS4,Electronic Arts,Sports,60.0,3.6,2014.0
Total War: Shogun 2,PC,Sega,Strategy,90.0,8.3,2011.0
SimCity DS,DS,Electronic Arts,Simulation,69.0,6.3,2007.0
Hot Wheels: Stunt Track Challenge,PS2,THQ,Racing,62.0,8.1,2004.0
Monopoly,X360,Electronic Arts,Misc,56.0,5.8,2008.0
Tony Hawk: RIDE,PS3,Activision,Sports,44.0,2.1,2009.0
Medal of Honor: Frontline,GC,Electronic Arts,Shooter,80.0,7.9,2002.0
Dead Space,PC,Electronic Arts,Action,86.0,8.0,2008.0
NHL 11,PS3,Electronic Arts,Sports,88.0,7.1,2010.0
Yakuza 5,PS3,Sega,Action,83.0,8.5,2012.0
2002 FIFA World Cup,PS2,Electronic Arts,Sports,73.0,5.6,2002.0
MVP Baseball 2004,XB,Electronic Arts,Sports,90.0,8.5,2004.0
Crash Bandicoot: The Wrath of Cortex,GC,Universal Interactive,Platform,62.0,7.3,2002.0
WWE 2K16,XOne,Take-Two Interactive,Sports,72.0,5.7,2015.0
Assassin's Creed: Brotherhood,PC,Ubisoft,Action,88.0,8.2,2011.0
Dead or Alive Xtreme Beach Volleyball,XB,Microsoft Game Studios,Sports,73.0,7.8,2003.0
Silent Hill: Shattered Memories,PS2,Konami Digital Entertainment,Action,77.0,6.8,2010.0
Blur,X360,Activision,Racing,82.0,8.3,2010.0
Asphalt: Urban GT,DS,Ubisoft,Racing,60.0,7.5,2004.0
Mega Man Anniversary Collection,PS2,Capcom,Platform,81.0,9.0,2004.0
Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,Action,66.0,5.9,2014.0
Harvest Moon: Friends of Mineral Town,GBA,Ubisoft,Simulation,81.0,9.6,2003.0
Naruto: The Broken Bond,X360,Ubisoft,Action,80.0,7.8,2008.0
WarioWare D.I.Y.,DS,Nintendo,Misc,82.0,8.7,2009.0
Iron Man,Wii,Sega,Action,44.0,7.0,2008.0
The Fight: Lights Out,PS3,Sony Computer Entertainment,Fighting,48.0,7.5,2010.0
Mega Man X7,PS2,Capcom,Action,58.0,5.1,2003.0
Deus Ex: Human Revolution,PC,Square Enix,Shooter,90.0,8.5,2011.0
Final Fantasy Anniversary Edition,PSP,Square Enix,Role-Playing,67.0,7.7,2007.0
SoulCalibur V,X360,Namco Bandai Games,Fighting,77.0,6.2,2012.0
Romancing SaGa,PS2,Square Enix,Role-Playing,58.0,8.0,2005.0
Lost: Via Domus,X360,Ubisoft,Action,55.0,6.4,2008.0
Top Spin 3,Wii,Take-Two Interactive,Action,68.0,5.7,2008.0
Game Party in Motion,X360,Warner Bros. Interactive Entertainment,Misc,33.0,3.7,2010.0
The Lord of the Rings: The Third Age,PS2,Electronic Arts,Role-Playing,73.0,8.2,2004.0
Call of Duty: Black Ops,DS,Activision,Shooter,74.0,6.0,2010.0
NCAA Football 09,PS3,Electronic Arts,Sports,81.0,7.3,2008.0
MLB 11: The Show,PS3,Sony Computer Entertainment,Sports,90.0,7.8,2011.0
Kinect Rush: A Disney Pixar Adventure,X360,Microsoft Game Studios,Adventure,68.0,5.1,2012.0
Skylanders SWAP Force,WiiU,Activision,Platform,89.0,6.0,2013.0
Terminator 3: Rise of the Machines,PS2,Atari,Action,38.0,6.3,2003.0
Guitar Hero: Smash Hits,Wii,Activision,Misc,74.0,7.7,2009.0
Tom Clancy's HAWX,X360,Ubisoft,Action,73.0,7.3,2009.0
Alice: Madness Returns,PS3,Electronic Arts,Adventure,70.0,7.9,2011.0
Shin Megami Tensei IV,3DS,Atlus,Role-Playing,83.0,8.3,2013.0
NBA 2K7,X360,Take-Two Interactive,Sports,84.0,7.8,2006.0
NHL 12,PS3,Electronic Arts,Sports,86.0,7.5,2011.0
Unreal Tournament,PS2,Infogrames,Shooter,77.0,6.8,2000.0
Digimon World 2,PS,Namco Bandai Games,Role-Playing,42.0,7.6,2000.0
Prince of Persia: The Two Thrones,XB,Ubisoft,Action,85.0,8.4,2005.0
JoJo's Bizarre Adventure: All Star Battle,PS3,Namco Bandai Games,Fighting,71.0,8.3,2013.0
Contra: Shattered Soldier,PS2,Konami Digital Entertainment,Shooter,78.0,6.6,2002.0
Final Fantasy: The 4 Heroes of Light,DS,Square Enix,Role-Playing,71.0,7.1,2009.0
Rayman Legends,PS3,Ubisoft,Platform,91.0,8.7,2013.0
FIFA Soccer,PSV,Electronic Arts,Sports,79.0,7.2,2012.0
Tenchu 2: Birth of the Stealth Assassins,PS,Activision,Action,77.0,8.7,2000.0
Tony Hawk's Pro Skater 4,GC,Activision,Sports,91.0,8.6,2002.0
Naruto: Uzumaki Chronicles 2,PS2,Namco Bandai Games,Action,52.0,6.9,2006.0
NHL 06,PS2,Electronic Arts,Sports,78.0,8.5,2005.0
Parasite Eve II,PS,SquareSoft,Role-Playing,79.0,9.0,1999.0
Skate it,Wii,Electronic Arts,Sports,70.0,8.4,2008.0
Phineas and Ferb: Across the 2nd Dimension,Wii,Disney Interactive Studios,Action,76.0,8.3,2011.0
Far Cry Instincts,XB,Ubisoft,Shooter,85.0,5.7,2005.0
Tony Hawk's Pro Skater 4,GBA,Activision,Sports,85.0,8.8,2002.0
ATV Offroad Fury: Blazin' Trails,PSP,SouthPeak Games,Racing,63.0,7.8,2005.0
Tales of the Abyss,PS2,Namco Bandai Games,Role-Playing,78.0,8.4,2005.0
Payday 2,X360,505 Games,Shooter,75.0,6.3,2013.0
Blacksite: Area 51,X360,Midway Games,Shooter,62.0,6.1,2007.0
Spyro Orange: The Cortex Conspiracy,GBA,Vivendi Games,Action,60.0,7.0,2004.0
XCOM: Enemy Unknown,PS3,Take-Two Interactive,Strategy,89.0,8.2,2012.0
Skylanders: Spyro's Adventure,3DS,Activision,Action,82.0,4.9,2011.0
The Sims 3: World Adventures,PC,Electronic Arts,Simulation,81.0,8.0,2009.0
Madden NFL 06,GC,Electronic Arts,Sports,86.0,8.5,2005.0
Titanfall 2,XOne,Electronic Arts,Shooter,87.0,8.0,2016.0
