Name,Platform,Publisher,Genre,Metascore,User_Score,Release_Year
Hakuoki: Demon of the Fleeting Blossom,PSP,Idea Factory,Adventure,79.0,8.3,2009.0
Speed Kings,PS2,Acclaim Entertainment,Racing,61.0,7.8,2003.0
Dungeons,PC,Kalypso Media,Strategy,65.0,4.6,2011.0
Little League World Series Baseball 2008,Wii,Activision,Sports,70.0,8.0,2008.0
Winter Stars,X360,Deep Silver,Sports,46.0,6.5,2011.0
Bladestorm: The Hundred Years' War,X360,Tecmo Koei,Action,63.0,6.8,2007.0
Burnout Paradise: The Ultimate Box,PC,Electronic Arts,Racing,87.0,7.5,2009.0
Forever Kingdom,PS2,From Software,Role-Playing,64.0,7.8,2001.0
Altered Beast: Guardian of the Realms,GBA,THQ,Action,63.0,4.8,2002.0
The Legend of Heroes: A Tear of Vermillion,PSP,Namco Bandai Games,Role-Playing,68.0,7.7,2005.0
Raven Squad: Operation Hidden Dagger,X360,Evolved Games,Shooter,38.0,3.5,2009.0
Age of Empires II: The Age of Kings,PC,Microsoft Game Studios,Strategy,92.0,9.0,1999.0
Family Party: 30 Great Games,Wii,D3Publisher,Misc,42.0,1.0,2008.0
Shining Tears,PS2,Sega,Role-Playing,61.0,6.5,2004.0
MotoGP,XB,THQ,Racing,84.0,8.4,2002.0
Scaler,PS2,Take-Two Interactive,Platform,70.0,8.6,2004.0
Halo 2,PC,Microsoft Game Studios,Shooter,72.0,5.6,2007.0
Gradius V,PS2,Konami Digital Entertainment,Shooter,82.0,8.5,2004.0
Medal of Honor: Vanguard,Wii,Electronic Arts,Shooter,56.0,7.0,2007.0
Beaterator,PSP,Take-Two Interactive,Misc,80.0,7.8,2009.0
Arcania: Gothic 4,X360,JoWood Productions,Role-Playing,64.0,5.2,2010.0
Psychonauts,PS2,Majesco Entertainment,Platform,86.0,8.7,2005.0
Code Lyoko: Quest for Infinity,Wii,Game Factory,Action,58.0,8.5,2007.0
Digimon Rumble Arena 2,PS2,Atari,Fighting,63.0,7.3,2004.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Activision,Action,44.0,5.5,2016.0
Ribbit King,PS2,Atari,Sports,58.0,6.5,2003.0
Alien Hominid,GC,O3 Entertainment,Shooter,78.0,8.5,2004.0
Rygar: The Battle of Argus,Wii,Rising Star Games,Action,52.0,7.0,2008.0
Ninja Gaiden Black,XB,Microsoft Game Studios,Action,94.0,8.7,2005.0
Touch Detective,DS,505 Games,Adventure,60.0,6.8,2006.0
Trivial Pursuit unhinged,XB,Atari,Misc,58.0,8.0,2004.0
NCAA March Madness 08,PS3,Electronic Arts,Sports,67.0,3.8,2007.0
InuYasha: Secret of the Divine Jewel,DS,Namco Bandai Games,Role-Playing,46.0,7.6,2007.0
Bloody Roar 4,PS2,Konami Digital Entertainment,Fighting,59.0,8.6,2003.0
Atari Classics Evolved,PSP,Atari,Misc,64.0,6.0,2007.0
I-Ninja,GC,Namco Bandai Games,Platform,77.0,7.6,2003.0
Steins;Gate 0,PSV,PQube,Adventure,86.0,9.3,2015.0
Football Manager 2017,PC,Sega,Simulation,81.0,4.3,2016.0
Wild ARMs: Alter Code F,PS2,Sony Computer Entertainment,Role-Playing,73.0,8.3,2003.0
Army Corps of Hell,PSV,Square Enix,Action,57.0,6.6,2011.0
Shrek SuperSlam,XB,Activision,Action,71.0,9.3,2005.0
Ultimate Mortal Kombat,DS,Midway Games,Fighting,73.0,8.6,2007.0
Total Overdose: A Gunslinger's Tale in Mexico,PS2,Eidos Interactive,Shooter,71.0,9.0,2005.0
Metal Slug X,PS,Virgin Interactive,Shooter,85.0,8.8,2001.0
Romance of the Three Kingdoms X,PS2,Tecmo Koei,Strategy,71.0,8.5,2005.0
Prinny: Can I Really Be the Hero?,PSP,Tecmo Koei,Platform,72.0,7.0,2008.0
GripShift,PSP,Ubisoft,Racing,70.0,8.7,2005.0
Fighting Fantasy: The Warlock of Firetop Mountain,DS,Aspyr,Role-Playing,45.0,8.1,2009.0
Beowulf: The Game,PSP,Ubisoft,Action,44.0,5.4,2007.0
Skies of Arcadia,DC,Sega,Role-Playing,93.0,9.4,2000.0
NASCAR: Dirt to Daytona,GC,Infogrames,Racing,85.0,7.3,2002.0
Road Trip,PS2,Play It,Racing,80.0,9.0,2002.0
Jimmie Johnson's Anything With an Engine,X360,Konami Digital Entertainment,Racing,65.0,8.8,2011.0
echochrome,PSP,Sony Computer Entertainment,Puzzle,79.0,7.7,2008.0
Project Eden,PS2,Eidos Interactive,Action,71.0,7.8,2001.0
Riviera: The Promised Land,PSP,505 Games,Role-Playing,68.0,7.7,2006.0
Digimon All-Star Rumble,PS3,Namco Bandai Games,Fighting,49.0,5.8,2014.0
Driver: Renegade,3DS,Ubisoft,Racing,48.0,5.0,2011.0
Yaiba: Ninja Gaiden Z,PS3,Tecmo Koei,Action,43.0,4.5,2014.0
Castlevania: Lords of Shadow 2,X360,Konami Digital Entertainment,Action,70.0,7.8,2014.0
Ghosthunter,PS2,Sony Computer Entertainment,Action,69.0,8.7,2003.0
Shadow of Destiny,PSP,Konami Digital Entertainment,Adventure,54.0,8.2,2009.0
Pro Evolution Soccer 2012,PC,Konami Digital Entertainment,Action,77.0,6.4,2011.0
Mimana Iyar Chronicle,PSP,GungHo,Role-Playing,45.0,5.8,2009.0
Michael Jackson: The Experience,PSV,Ubisoft,Misc,57.0,5.8,2011.0
Def Jam Fight For NY: The Takeover,PSP,Electronic Arts,Action,79.0,8.2,2006.0
Tom Clancy's EndWar,DS,Ubisoft,Strategy,69.0,5.8,2008.0
JASF: Jane's Advanced Strike Fighters,X360,Deep Silver,Simulation,45.0,4.5,2011.0
Astro Boy: Omega Factor,GBA,THQ,Action,85.0,8.6,2003.0
Disgaea Infinite,PSP,Nippon Ichi Software,Adventure,64.0,4.4,2010.0
Phantom Brave: The Hermuda Triangle,PSP,Nippon Ichi Software,Role-Playing,65.0,7.3,2010.0
Fullmetal Alchemist: Dual Sympathy,DS,Empire Interactive,Role-Playing,58.0,7.3,2005.0
Lock's Quest,DS,THQ,Strategy,80.0,8.7,2008.0
Rugby 2005,PS2,Electronic Arts,Sports,71.0,8.6,2005.0
Pokemon Rumble World,3DS,Nintendo,Action,58.0,6.4,2015.0
Spectral Force Genesis,DS,Nobilis,Role-Playing,46.0,7.0,2008.0
Last Rebellion,PS3,Nippon Ichi Software,Role-Playing,44.0,4.6,2010.0
DriveClub VR,PS4,Sony Computer Entertainment,Racing,67.0,7.4,2016.0
Quantum Theory,X360,Tecmo Koei,Shooter,37.0,3.6,2010.0
Tornado Outbreak,PS3,Konami Digital Entertainment,Action,69.0,7.6,2009.0
Justice League Heroes,DS,Eidos Interactive,Role-Playing,43.0,5.7,2006.0
Back to the Future: The Game,PS3,Telltale Games,Adventure,66.0,6.8,2011.0
Space Invaders Extreme,PSP,Square Enix,Shooter,84.0,6.8,2008.0
Mystic Heroes,GC,Tecmo Koei,Action,67.0,8.5,2002.0
Zoids Assault,X360,Takara Tomy,Strategy,46.0,7.3,2007.0
Arslan: The Warriors of Legend,PS4,Tecmo Koei,Action,69.0,6.6,2015.0
Freestyle Metal X,PS2,Midway Games,Racing,67.0,8.3,2003.0
Dark Angel: Vampire Apocalypse,PS2,Metro 3D,Role-Playing,53.0,5.6,2001.0
Damnation,PS3,Codemasters,Shooter,36.0,2.8,2009.0
Supreme Commander,X360,505 Games,Strategy,56.0,5.7,2008.0
Transworld Snowboarding,XB,Atari,Sports,74.0,9.2,2002.0
World Soccer Winning Eleven 8 International,XB,Konami Digital Entertainment,Sports,90.0,8.4,2004.0
Sniper Elite,XB,Ubisoft,Shooter,77.0,8.5,2005.0
Mahjong Cub3D,3DS,Sunsoft,Puzzle,67.0,5.3,2011.0
Test Drive: Eve of Destruction,XB,Atari,Racing,72.0,8.7,2004.0
Blazblue: Continuum Shift Extend,PS3,PQube,Fighting,73.0,7.5,2011.0
Crimson Sea,XB,Tecmo Koei,Action,78.0,8.2,2002.0
Red Bull BC One,DS,Playlogic Game Factory,Misc,48.0,5.3,2008.0
The Weakest Link,PS,Activision,Misc,63.0,7.2,2001.0
Viewtiful Joe: Red Hot Rumble,PSP,Capcom,Action,63.0,6.3,2006.0
Wolfenstein: The Old Blood,PC,Bethesda Softworks,Action,76.0,7.6,2015.0
GRID Autosport,X360,Codemasters,Racing,75.0,6.0,2014.0
Ikaruga,GC,Atari,Shooter,85.0,8.5,2003.0
The Suffering: Ties That Bind,XB,Midway Games,Action,76.0,9.1,2005.0
Nobunaga's Ambition: Iron Triangle,PS2,Tecmo Koei,Strategy,76.0,8.0,2006.0
The Mummy: Tomb of the Dragon Emperor,Wii,Vivendi Games,Action,39.0,6.4,2008.0
Knights in the Nightmare,PSP,Atlus,Role-Playing,75.0,7.7,2010.0
Terraria,3DS,505 Games,Action,71.0,7.1,2016.0
Digimon World 4,GC,Namco Bandai Games,Role-Playing,55.0,8.1,2005.0
Spectral Force 3,X360,Idea Factory,Role-Playing,59.0,7.5,2006.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,Activision,Action,68.0,8.0,2005.0
The Ant Bully,Wii,Midway Games,Platform,45.0,1.4,2006.0
Risen 3: Titan Lords,PC,Deep Silver,Role-Playing,65.0,5.7,2014.0
Battle Fantasia,X360,505 Games,Fighting,71.0,6.6,2008.0
Karaoke Revolution,XB,Konami Digital Entertainment,Misc,80.0,8.5,2004.0
Fire Pro Wrestling Returns,PS2,505 Games,Sports,78.0,8.5,2005.0
Obscure: The Aftermath,PSP,Playlogic Game Factory,Action,66.0,8.2,2009.0
Jimmy Neutron: Boy Genius,GC,THQ,Platform,42.0,5.1,2002.0
Henry Hatsworth in the Puzzling Adventure,DS,Electronic Arts,Puzzle,82.0,8.0,2009.0
Rollcage Stage II,PS,Sony Computer Entertainment,Racing,85.0,8.9,2000.0
Samurai Warriors 2: Xtreme Legends,PS2,Tecmo Koei,Action,50.0,8.0,2007.0
Spider-Man: Edge of Time,Wii,Activision,Action,62.0,5.2,2011.0
Jumper: Griffin's Story,Wii,Eidos Interactive,Action,28.0,2.5,2008.0
Forgotten Realms: Demon Stone,XB,Atari,Action,72.0,6.5,2004.0
Rock Band 3,DS,MTV Games,Misc,79.0,5.5,2010.0
LEGO Star Wars II: The Original Trilogy,GBA,LucasArts,Action,55.0,7.0,2006.0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,Disney Interactive Studios,Adventure,65.0,7.3,2005.0
Top Gear Rally,GBA,Kemco,Racing,78.0,7.6,2003.0
Red Faction: Armageddon,PC,THQ,Shooter,75.0,6.7,2011.0
BIT.TRIP COMPLETE,Wii,Rising Star Games,Misc,84.0,8.7,2011.0
Rugby 15,XOne,Bigben Interactive,Sports,20.0,3.1,2015.0
XIII,GC,Ubisoft,Shooter,73.0,7.7,2003.0
Data East Arcade Classics,Wii,Majesco Entertainment,Misc,56.0,8.2,2010.0
Wizardry: Tale of the Forsaken Land,PS2,Ubisoft,Role-Playing,70.0,7.5,2001.0
ShellShock 2: Blood Trails,X360,Eidos Interactive,Shooter,30.0,5.9,2009.0
F.E.A.R. Files,X360,Vivendi Games,Shooter,66.0,7.1,2007.0
The Smurfs 2,WiiU,Ubisoft,Platform,42.0,5.6,2013.0
Lara Croft and the Temple of Osiris,PS4,Square Enix,Action,74.0,6.7,2014.0
The Sims 2: Apartment Life,PC,Electronic Arts,Simulation,75.0,7.7,2008.0
Killer7,PS2,Capcom,Action,70.0,8.1,2005.0
Age of Mythology,PC,Microsoft Game Studios,Strategy,89.0,8.9,2002.0
Astro Boy,PS2,Sega,Action,54.0,6.9,2004.0
Puss in Boots,PS3,THQ,Action,70.0,7.0,2011.0
Monster House,GBA,THQ,Adventure,69.0,9.0,2006.0
Cloudy With a Chance of Meatballs,X360,Ubisoft,Platform,62.0,6.5,2009.0
MetropolisMania,PS2,Natsume,Strategy,63.0,7.1,2001.0
NCAA Football 08,XB,Electronic Arts,Sports,82.0,8.1,2007.0
Ephemeral Fantasia,PS2,Konami Digital Entertainment,Role-Playing,48.0,6.3,2000.0
1 vs. 100,DS,DSI Games,Misc,38.0,3.2,2008.0
Counter-Strike: Source,PC,Vivendi Games,Shooter,88.0,8.9,2004.0
Gray Matter,PC,DTP Entertainment,Adventure,72.0,7.7,2011.0
America's Army: True Soldiers,X360,Ubisoft,Shooter,43.0,6.7,2007.0
Raiden Fighters Aces,X360,Valcon Games,Shooter,73.0,7.5,2008.0
NASCAR The Game: Inside Line,PS3,Activision,Racing,76.0,4.5,2012.0
Star Wars: Empire at War,PC,LucasArts,Strategy,79.0,8.4,2006.0
BlazBlue Central Fiction,PS4,PQube,Fighting,85.0,7.6,2016.0
Sega GT Online,XB,Sega,Racing,72.0,9.2,2003.0
Knights in the Nightmare,DS,Sting,Role-Playing,76.0,8.6,2008.0
Marvel Nemesis: Rise of the Imperfects,DS,Electronic Arts,Fighting,34.0,6.5,2005.0
Nano Assault,3DS,Majesco Entertainment,Shooter,75.0,7.7,2011.0
Captain America: Super Soldier,3DS,Sega,Action,51.0,5.0,2011.0
Onimusha Tactics,GBA,Capcom,Strategy,64.0,8.7,2003.0
Bomberman Jetters,GC,Hudson Soft,Puzzle,70.0,7.9,2002.0
TOCA Race Driver 3,PS2,Codemasters,Racing,82.0,7.2,2006.0
Mad Dog McCree: Gunslinger Pack,Wii,Majesco Entertainment,Shooter,31.0,5.0,2009.0
How to Train Your Dragon 2,WiiU,Little Orbit,Adventure,47.0,4.9,2014.0
Blacksite: Area 51,PS3,Midway Games,Shooter,56.0,6.3,2007.0
Disney's Donald Duck: Goin' Quackers,PS2,Ubisoft,Platform,73.0,7.3,2000.0
Ultimate Brain Games,GBA,Telegames,Misc,80.0,8.3,2003.0
Exit,PSP,Ubisoft,Puzzle,77.0,7.7,2005.0
Harvey Birdman: Attorney at Law,Wii,Capcom,Adventure,60.0,7.8,2008.0
Aliens versus Predator: Extinction,XB,Electronic Arts,Strategy,64.0,7.7,2003.0
Bejeweled 3,PC,PopCap Games,Puzzle,82.0,8.1,2010.0
RTX Red Rock,PS2,LucasArts,Shooter,49.0,5.0,2003.0
FIFA Street 2,XB,Electronic Arts,Sports,63.0,7.1,2006.0
Smart Bomb,PSP,Eidos Interactive,Puzzle,45.0,5.4,2005.0
Shining Force: Resurrection of the Dark Dragon,GBA,THQ,Role-Playing,77.0,8.8,2004.0
Shining Soul II,GBA,THQ,Role-Playing,74.0,8.3,2003.0
The Golf Club,PS4,Unknown,Sports,66.0,6.3,2014.0
Hello Kitty: Roller Rescue,GC,Empire Interactive,Action,64.0,6.8,2005.0
Metal Slug Advance,GBA,Ignition Entertainment,Shooter,79.0,8.3,2004.0
Pac-Man World Rally,GC,Namco Bandai Games,Racing,57.0,7.8,2006.0
Blazing Angels: Squadrons of WWII,XB,Ubisoft,Simulation,69.0,6.8,2006.0
God Eater Resurrection,PS4,Namco Bandai Games,Action,70.0,7.8,2015.0
NHL 2K7,X360,Take-Two Interactive,Sports,78.0,7.9,2006.0
Miami Nights: Singles in the City,DS,Ubisoft,Simulation,48.0,7.1,2008.0
Shovel Knight,PS4,Yacht Club Games,Platform,90.0,7.6,2015.0
Strider 2,PS,Virgin Interactive,Platform,69.0,8.1,2000.0
Invizimals: The Alliance,PSV,Sony Computer Entertainment,Action,69.0,6.8,2013.0
Death Jr. and the Science Fair of Doom,DS,Konami Digital Entertainment,Platform,47.0,7.5,2007.0
Shin Megami Tensei: Digital Devil Saga 2,PS2,Ghostlight,Role-Playing,82.0,7.9,2005.0
Pro Evolution Soccer 2013,PC,Konami Digital Entertainment,Sports,80.0,6.9,2012.0
Battleborn,PC,Take-Two Interactive,Shooter,69.0,6.9,2016.0
Agatha Christie: Evil Under the Sun,Wii,The Adventure Company,Adventure,46.0,7.3,2008.0
Don King Boxing,DS,Take-Two Interactive,Sports,71.0,7.8,2009.0
Grand Prix Challenge,PS2,Atari,Racing,76.0,9.2,2002.0
FIFA Soccer 2005,GBA,Electronic Arts,Sports,75.0,7.8,2004.0
ShellShock 2: Blood Trails,PS3,Eidos Interactive,Shooter,35.0,4.8,2009.0
Mega Man Legacy Collection,PS4,Capcom,Platform,77.0,6.1,2016.0
Knights Contract,PS3,Namco Bandai Games,Action,51.0,6.0,2011.0
NHL 06,GC,Electronic Arts,Sports,78.0,9.3,2005.0
State of Emergency 2,PS2,SouthPeak Games,Shooter,44.0,5.8,2006.0
Fatal Frame III: The Tormented,PS2,Take-Two Interactive,Action,78.0,8.9,2005.0
Seven Samurai 20XX,PS2,Sega,Action,52.0,7.0,2004.0
Adventure Time: The Secret of the Nameless Kingdom,3DS,Little Orbit,Action,65.0,5.6,2014.0
Risen 3: Titan Lords,PS3,Deep Silver,Role-Playing,36.0,3.7,2014.0
Tornado Outbreak,X360,Konami Digital Entertainment,Action,62.0,8.0,2009.0
Ninjabread Man,Wii,Popcorn Arcade,Action,20.0,1.7,2007.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,Ubisoft,Action,78.0,8.0,2004.0
Battlefield 2,PC,Electronic Arts,Shooter,91.0,8.4,2005.0
Swingerz Golf,GC,Eidos Interactive,Sports,72.0,9.3,2002.0
Titanfall 2,PC,Electronic Arts,Shooter,85.0,8.0,2016.0
Persona 4: Arena Ultimax,X360,Atlus,Fighting,85.0,7.4,2014.0
Supremacy MMA,X360,505 Games,Fighting,49.0,6.2,2011.0
The King of Fighters 2006,PS2,Ignition Entertainment,Fighting,66.0,8.6,2006.0
Nobunaga's Ambition: Rise to Power,PS2,Tecmo Koei,Strategy,70.0,8.8,2004.0
FIFA Soccer 2003,GC,Electronic Arts,Sports,86.0,7.8,2002.0
Major League Baseball 2K11,PC,Take-Two Interactive,Sports,74.0,5.9,2011.0
The Italian Job,XB,Eidos Interactive,Racing,54.0,5.8,2003.0
Smuggler's Run: Warzones,GC,Take-Two Interactive,Misc,79.0,6.9,2002.0
SafeCracker: The Ultimate Puzzle Adventure,Wii,The Adventure Company,Puzzle,56.0,7.8,2008.0
Warriors Orochi 3 Hyper,WiiU,Tecmo Koei,Action,64.0,7.4,2012.0
NBA 10: The Inside,PSP,Sony Computer Entertainment,Sports,69.0,3.0,2009.0
PAC-MAN and the Ghostly Adventures,PS3,Namco Bandai Games,Platform,51.0,3.1,2013.0
Space Channel 5 Special Edition,PS2,Agetec,Misc,79.0,8.6,2003.0
The Legend of Alon D'ar,PS2,Ubisoft,Role-Playing,43.0,6.7,2001.0
Big Mutha Truckers,GC,Empire Interactive,Racing,63.0,8.2,2003.0
Super Robot Taisen OG Saga: Endless Frontier,DS,Namco Bandai Games,Role-Playing,73.0,9.0,2008.0
Sniper: Ghost Warrior 2,PC,City Interactive,Shooter,52.0,5.8,2013.0
Samurai Shodown Sen,X360,Rising Star Games,Fighting,46.0,5.2,2009.0
Samurai Western,PS2,505 Games,Action,58.0,7.6,2004.0
Looney Tunes: Acme Arsenal,X360,Warner Bros. Interactive Entertainment,Action,40.0,6.8,2007.0
Line Rider 2: Unbound,DS,Deep Silver,Puzzle,59.0,5.6,2008.0
Harry Potter and the Sorcerer's Stone,GC,Electronic Arts,Action,62.0,8.3,2003.0
High Heat Major League Baseball 2004,XB,3DO,Sports,83.0,8.4,2003.0
TimeSplitters: Future Perfect,GC,Electronic Arts,Shooter,82.0,9.1,2005.0
"Warhammer 40,000: Dawn of War II - Retribution",PC,THQ,Strategy,80.0,7.8,2011.0
Incredible Crisis,PS,Titus,Action,80.0,7.5,1999.0
The King of Fighters EX2: Howling Blood,GBA,Marvelous Interactive,Fighting,80.0,9.1,2002.0
Ice Age 2: The Meltdown,Wii,Vivendi Games,Platform,66.0,7.8,2006.0
Knights Contract,X360,Namco Bandai Games,Action,49.0,5.6,2011.0
Hidden Invasion,PS2,Swing! Entertainment,Shooter,39.0,5.8,2001.0
Superman: Shadow of Apokolips,GC,Atari,Action,66.0,7.3,2003.0
Armored Core 3 Portable,PSP,From Software,Simulation,43.0,6.7,2009.0
PAC-MAN and the Ghostly Adventures,X360,Namco Bandai Games,Platform,49.0,5.1,2013.0
Batman: Dark Tomorrow,GC,Kemco,Action,29.0,3.2,2003.0
Crush,PSP,Sega,Puzzle,83.0,9.0,2007.0
The First Templar,PC,Kalypso Media,Action,57.0,5.8,2011.0
Earth Defense Force 2017,X360,D3Publisher,Action,69.0,7.7,2006.0
Tomb Raider: Legend,GC,Eidos Interactive,Action,78.0,7.8,2006.0
RoadKill,XB,Midway Games,Action,68.0,7.4,2003.0
Game of Thrones,PC,Focus Home Interactive,Role-Playing,58.0,6.5,2012.0
From Russia With Love,PSP,Electronic Arts,Action,61.0,6.9,2006.0
Lost Dimension,PSV,Nippon Ichi Software,Role-Playing,72.0,8.3,2014.0
Resident Evil 6,PS4,Capcom,Shooter,60.0,6.7,2016.0
Assassin's Creed: Rogue,PC,Ubisoft,Action,74.0,7.5,2015.0
Taz Wanted,GC,Atari,Platform,61.0,7.0,2002.0
Tomb Raider: Underworld,PC,Eidos Interactive,Action,80.0,7.7,2008.0
Evolution Worlds,GC,Ubisoft,Role-Playing,63.0,8.0,2002.0
Far Cry Vengeance,Wii,Ubisoft,Shooter,38.0,5.3,2006.0
Code Lyoko: Fall of X.A.N.A.,DS,Game Factory,Adventure,51.0,6.3,2008.0
Worms: A Space Oddity,Wii,THQ,Strategy,64.0,4.3,2008.0
MLB Front Office Manager,PS3,Take-Two Interactive,Sports,49.0,6.5,2009.0
X Rebirth,PC,Koch Media,Simulation,33.0,3.3,2013.0
Song of the Deep,PS4,Insomniac Games,Action,69.0,7.3,2016.0
World Series of Poker 2008: Battle for the Bracelets,X360,Activision,Misc,74.0,6.7,2007.0
Super Monkey Ball Adventure,PSP,Sega,Platform,56.0,5.9,2006.0
Worms: Open Warfare,DS,THQ,Strategy,64.0,7.0,2006.0
Gadget Racers,PS2,Midas Interactive Entertainment,Racing,67.0,7.4,2000.0
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,Sega,Role-Playing,71.0,8.2,2003.0
Assassin's Creed The Ezio Collection,XOne,Ubisoft,Action,74.0,7.6,2016.0
Ultimate Ghosts 'n Goblins,PSP,Capcom,Platform,72.0,7.7,2006.0
Samurai Warriors 2,X360,Tecmo Koei,Action,52.0,8.7,2006.0
TrackMania DS,DS,Focus Home Interactive,Racing,75.0,6.9,2008.0
Silent Hunter III,PC,Ubisoft,Simulation,90.0,7.9,2005.0
Alien Syndrome,PSP,Sega,Role-Playing,51.0,6.0,2007.0
Endgame,PS2,Empire Interactive,Shooter,57.0,6.8,2002.0
The Dukes of Hazzard: Return of the General Lee,XB,Ubisoft,Racing,49.0,7.0,2004.0
WWE Crush Hour,GC,THQ,Racing,55.0,7.0,2003.0
Metal Gear Solid V: The Phantom Pain,PC,Konami Digital Entertainment,Action,91.0,7.7,2015.0
NHL Hitz 20-03,GC,Midway Games,Sports,82.0,8.4,2002.0
C.O.P.: The Recruit,DS,Ubisoft,Action,55.0,7.5,2009.0
Urban Reign,PS2,Namco Bandai Games,Action,60.0,8.2,2005.0
Soul Bubbles,DS,Eidos Interactive,Puzzle,78.0,8.0,2008.0
Resident Evil 3: Nemesis,GC,Capcom,Action,62.0,8.3,2003.0
All-Star Baseball 2004,GC,Acclaim Entertainment,Sports,80.0,9.2,2003.0
Bangai-O Spirits,DS,D3Publisher,Shooter,83.0,8.1,2008.0
Valentino Rossi: The Game,PS4,Namco Bandai Games,Racing,75.0,8.0,2016.0
Samurai Warriors Chronicles 3,3DS,Tecmo Koei,Action,63.0,6.1,2014.0
Lost in Blue: Shipwrecked,Wii,Konami Digital Entertainment,Adventure,54.0,6.0,2008.0
Madden NFL 08,GC,Electronic Arts,Sports,75.0,7.0,2007.0
Stuart Little 3: Big Photo Adventure,PS2,Sony Computer Entertainment,Platform,71.0,7.7,2005.0
Serious Sam 3: BFE,PC,Mastertronic,Shooter,72.0,8.2,2011.0
Infernal: Hell's Vengeance,X360,Playlogic Game Factory,Shooter,35.0,5.3,2009.0
Pitfall: The Lost Expedition,GC,Activision,Platform,73.0,8.6,2004.0
Duke Nukem: Land of the Babes,PS,Atari,Shooter,37.0,6.8,2000.0
Puchi Puchi Virus,DS,Jaleco,Puzzle,73.0,4.2,2007.0
Need For Speed: Undercover,PC,Electronic Arts,Racing,65.0,4.9,2008.0
Need for Speed: Most Wanted,PC,Electronic Arts,Racing,82.0,8.5,2012.0
Zero Escape: Zero Time Dilemma,3DS,Aksys Games,Adventure,81.0,8.5,2016.0
Stella Deus: The Gate of Eternity,PS2,505 Games,Strategy,75.0,8.0,2004.0
Vietcong: Purple Haze,XB,Gathering of Developers,Shooter,57.0,8.4,2004.0
Conflict: Desert Storm,GC,SCi,Shooter,62.0,8.4,2003.0
P.T.O. IV: Pacific Theater of Operations,PS2,Tecmo Koei,Strategy,71.0,6.6,2002.0
Elebits: The Adventures of Kai and Zero,DS,Konami Digital Entertainment,Adventure,75.0,8.3,2008.0
Far Cry Instincts Evolution,XB,Ubisoft,Shooter,78.0,6.3,2006.0
Rayman Origins,PC,Ubisoft,Platform,86.0,8.4,2012.0
Medal of Honor: Underground,GBA,Zoo Digital Publishing,Shooter,46.0,1.7,2002.0
Cosmic Family,Wii,Ubisoft,Misc,54.0,5.7,2007.0
Dynasty Warriors 3,XB,THQ,Action,70.0,8.9,2002.0
Jimmie Johnson's Anything With an Engine,PS3,Konami Digital Entertainment,Racing,67.0,6.8,2011.0
MTV Music Generator 3: This Is the Remix,XB,Codemasters,Misc,79.0,5.4,2004.0
Grand Ages: Medieval,PS4,Kalypso Media,Strategy,64.0,7.1,2015.0
In The Groove,PS2,RedOctane,Misc,72.0,9.0,2005.0
The Legend of Kage 2,DS,Square Enix,Action,70.0,6.3,2008.0
Baroque,Wii,Rising Star Games,Role-Playing,50.0,8.1,2008.0
Lost Dimension,PS3,Nippon Ichi Software,Role-Playing,71.0,7.3,2014.0
Magic Pengel: The Quest for Color,PS2,Taito,Role-Playing,74.0,7.5,2002.0
Agatha Christie: And Then There Were None,Wii,The Adventure Company,Adventure,50.0,6.2,2008.0
Futurama,PS2,SCi,Platform,59.0,6.6,2003.0
The History Channel: Battle for the Pacific,PS3,Activision,Shooter,36.0,2.4,2008.0
Rayman 3: Hoodlum Havoc,XB,Ubisoft,Platform,75.0,7.9,2003.0
Superman Returns,DS,Electronic Arts,Action,33.0,4.9,2006.0
Super Ghouls 'n Ghosts,GBA,Capcom,Platform,78.0,8.8,2002.0
Legend of the Guardians: The Owls of Ga'Hoole,X360,Warner Bros. Interactive Entertainment,Action,60.0,8.0,2010.0
Need for Speed Underground 2,PC,Electronic Arts,Racing,82.0,8.5,2004.0
Gladius,GC,Activision,Strategy,82.0,8.8,2003.0
The Hustle: Detroit Streets,PSP,Deep Silver,Sports,51.0,5.3,2005.0
Blood Drive,PS3,Activision,Racing,47.0,7.0,2010.0
Escape Dead Island,PS3,Deep Silver,Action,40.0,3.5,2014.0
Torchlight,PC,JoWood Productions,Role-Playing,83.0,8.0,2009.0
Pac-Man World 3,PSP,Namco Bandai Games,Platform,61.0,6.0,2005.0
Rogue Trooper: Quartz Zone Massacre,Wii,Reef Entertainment,Shooter,70.0,8.2,2009.0
Damage Inc.: Pacific Squadron WWII,X360,Mad Catz,Simulation,49.0,5.5,2012.0
F.E.A.R. 2: Project Origin,PC,Warner Bros. Interactive Entertainment,Shooter,79.0,7.8,2009.0
Toy Soldiers: War Chest,PS4,Ubisoft,Action,62.0,7.7,2015.0
Godai: Elemental Force,PS2,3DO,Action,27.0,3.8,2002.0
Still Life,XB,Microids,Adventure,70.0,8.2,2005.0
Big Mutha Truckers 2,XB,Empire Interactive,Racing,50.0,3.4,2005.0
I-Ninja,XB,Namco Bandai Games,Platform,75.0,8.4,2003.0
